512
1024
1024
256
2048
1024
512
1024
2048
1024
1024
1024
512
2048
1024
1024
256
2048
512
512
1024
2048
512
2048
2048
1024
2048
512
1024
1024
2048
1024
2048
1024
1024
1024
1024
512
1024
1024
256
2048
1024
1024
2048
1024
1024
1024
512
512
1024
2048
1024
1024
2048
1024
512
1024
1024
1024
2048
1024
2048
1024
1024
512
1024
1024
2048
2048
512
1024
1024
1024
1024
256
1024
2048
1024
1024
1024
1024
1024
2048
2048
1024
256
512
2048
1024
1024
2048
512
1024
1024
1024
256
1024
2048
